DT,High,Low,Rain
2016-10-29,30.5,20.54,0.13
2016-10-30,30.39,20.95,0.46
2016-10-31,28.93,21.53,0.65
2016-11-01,28.77,19.89,2.06
2016-11-02,28.34,20.86,1.53
2016-11-03,29.98,20.5,0.05
2016-11-04,30.66,19.84,0
2016-11-05,30.26,18.61,0
2016-11-06,30.28,19.14,0
2016-11-07,29.67,18.65,0.06
2016-11-08,29.39,17.87,0
2016-11-09,28.33,16.33,0
2016-11-10,28.66,16.82,0
2016-11-11,28.78,18.09,0
2016-11-12,28.92,18.65,0
2016-11-13,30.42,21.06,0.2
2016-11-14,29.79,21.09,1.01
2016-11-15,30.53,19.58,0
2016-11-16,30.01,20.68,0.17
2016-11-17,29.43,18.95,0.4
2016-11-18,29.37,18.51,0
2016-11-19,29.21,18.52,0
2016-11-20,30.37,17.44,0
2016-11-21,29.79,16.03,0
2016-11-22,30.34,16.35,0
2016-11-23,30.17,16.54,0
2016-11-24,29.62,16.38,0
2016-11-25,29.53,15.33,0
2016-11-26,29.69,14.51,0
2016-11-27,30.64,14.42,0
2016-11-28,30.75,15.54,0
2016-11-29,28.43,15.55,0
2016-11-30,28.27,16.03,0
2016-12-01,25.45,17.99,10.25
2016-12-02,26.17,19.28,3.41
2016-12-03,24.17,19.82,1.54
2016-12-04,27.84,20.12,0.28
2016-12-05,28.04,18.71,0.55
2016-12-06,27.03,15.77,0.05
2016-12-07,27.46,16.45,0
2016-12-08,27.58,16.9,0
2016-12-09,29.51,16.36,0
2016-12-10,26.8,14.33,0
2016-12-11,27.33,16.08,0
2016-12-12,24.86,18.83,25.25
2016-12-13,20.04,18.28,22.26
2016-12-14,24.67,19.17,0.49
2016-12-15,27.04,19.21,0.05
2016-12-16,25.41,18.64,1.48
2016-12-17,27.64,17.17,0
2016-12-18,27.53,16.15,0
2016-12-19,27.99,15.36,0
2016-12-20,26.88,17.44,0
2016-12-21,28.45,16.77,0
2016-12-22,28.47,14.22,0
2016-12-23,27.87,14.13,0
2016-12-24,28.05,13.98,0
2016-12-25,28.19,14.38,0
2016-12-26,28.49,13.81,0
2016-12-27,28.49,15.88,0
2016-12-28,27.76,15.22,0
2016-12-29,27.13,15.22,0
2016-12-30,26.74,15.44,0
2016-12-31,26.81,14.65,0
2017-01-01,27.47,15.92,0
2017-01-02,28.06,15.6,0
2017-01-03,28.36,15.71,0
2017-01-04,27.69,16,0
2017-01-05,27.84,15.98,0
2017-01-06,27.86,16,0
2017-01-07,27.28,15.9,0
2017-01-08,27.43,15.96,0
2017-01-09,26.88,15.98,0
2017-01-10,27.34,17.11,0
2017-01-11,27.35,15.98,0
2017-01-12,25.97,17.31,0.01
2017-01-13,26.59,17.41,0.02
2017-01-14,26.25,16.01,0
2017-01-15,26.68,16.87,0
2017-01-16,27.09,15.37,0
2017-01-17,27.08,14.88,0
2017-01-18,27.03,14.28,0
2017-01-19,26.35,15.87,0.02
2017-01-20,27.79,17.05,0
2017-01-21,25.29,17.83,0.44000000000000006
2017-01-22,28.8,16.1,0
2017-01-23,27.76,16.66,0
2017-01-24,28.29,16.52,0
2017-01-25,28.61,17.5,0
2017-01-26,23.16,18.53,6.55
2017-01-27,24.67,19.95,10.95
2017-01-28,27.76,19.87,1.22
2017-01-29,28.74,18.1,0
2017-01-30,28.77,18.23,0
2017-01-31,29.88,16.35,0
2017-02-01,29.2,16,0
2017-02-02,29.1,16.81,0
2017-02-03,28.26,16.06,0
2017-02-04,27.71,15.48,0
2017-02-05,28.69,15.3,0
2017-02-06,29.88,16.33,0
2017-02-07,29.64,16.82,0
2017-02-08,30.37,16.04,0
2017-02-09,29.95,15.98,0
2017-02-10,30.37,15.43,0
2017-02-11,29.64,15.61,0
2017-02-12,28.53,15.83,0
2017-02-13,27.91,17.16,0
2017-02-14,28.5,17.91,0.04
2017-02-15,29.5,16.98,0
2017-02-16,28.69,15.59,0
2017-02-17,28.68,16.5,0
2017-02-18,30.04,16.46,0
2017-02-19,30.56,17.53,0
2017-02-20,31.49,18.71,0
2017-02-21,32.38,19.45,0
2017-02-22,32.86,19.53,0
2017-02-23,33.12,19.13,0
2017-02-24,33.59,18.51,0
2017-02-25,33.47,19.19,0
2017-02-26,31.61,19.17,0
2017-02-27,30.31,17.77,0
2017-02-28,31.67,17.59,0
2017-03-01,31.31,16.37,0
2017-03-02,30.82,17.91,0
2017-03-03,31.73,19.93,0
2017-03-04,32.23,21.36,0
2017-03-05,31.2,22.86,0.4
2017-03-06,30.6,21.71,7
2017-03-07,31.27,21.76,2.48
2017-03-08,31.11,21.73,0.15
2017-03-09,31.83,22.61,0.13
2017-03-10,31.97,21.22,0.13
2017-03-11,32.64,21.13,0
2017-03-12,33.26,21.38,0
2017-03-13,33.04,22.61,0.26
2017-03-14,30.5,21.67,4.69
2017-03-15,30.21,20.86,0.46
2017-03-16,31.23,20.39,0.07
2017-03-17,31.5,21.73,0.01
2017-03-18,33.63,22.39,0.04
2017-03-19,34.15,22.79,0
2017-03-20,32.11,23.02,0.19
2017-03-21,31.54,21.95,0.5
2017-03-22,33.21,21.07,0
2017-03-23,33.58,20.75,0
2017-03-24,34.02,20.69,0
2017-03-25,34.96,20.87,0
2017-03-26,35.36,21.23,0
2017-03-27,34.67,21.91,0
2017-03-28,34.49,21.56,0
2017-03-29,34.93,21.5,0
2017-03-30,34.72,21.83,0
2017-03-31,34.76,21.8,0
2017-04-01,35.21,22.58,0
2017-04-02,34.98,23.59,0
2017-04-03,34.87,23.08,0
2017-04-04,34.16,23.94,0.1
2017-04-05,33.22,22.71,2.4
2017-04-06,33.44,23.77,0.18
2017-04-07,32.95,24.37,0.16
2017-04-08,34.72,23.45,0
2017-04-09,34.87,23.1,0
2017-04-10,34.77,23.94,0.01
2017-04-11,35.17,23.79,0
2017-04-12,35.42,23.05,0
2017-04-13,35.2,22.13,0
2017-04-14,34.46,22.83,0
2017-04-15,35.11,23.72,0
2017-04-16,33.92,23.56,0
2017-04-17,34.02,23.4,0.03
2017-04-18,35.12,24.36,0.01
2017-04-19,34.03,24.6,0.19
2017-04-20,34.41,23.18,2.41
2017-04-21,33.35,22.62,2.7
2017-04-22,34.74,23.1,0
2017-04-23,35.23,23.79,0
2017-04-24,35.07,23.64,0
2017-04-25,34.83,22.62,0.38
2017-04-26,34.25,24.43,0.28
2017-04-27,34.58,23.94,0
2017-04-28,33.85,22.76,1.89
2017-04-29,34.28,21.48,2.4
2017-04-30,33.88,23.12,0.24000000000000002
2017-05-01,32.59,21.57,3.74
2017-05-02,32.34,22.86,0.95
2017-05-03,33.27,22.36,0.48000000000000004
2017-05-04,34,23.38,0.05
2017-05-05,34.62,24.42,0.060000000000000005
2017-05-06,35.33,22.92,1.89
2017-05-07,35.17,21.52,8.06
2017-05-08,32.24,23.12,0.2
2017-05-09,32.22,21.37,4.41
2017-05-10,31.8,22.71,8.48
2017-05-11,31.12,22.26,1.76
2017-05-12,33.03,23.21,8.75
2017-05-13,33.45,24.16,0.2
2017-05-14,33.58,21.96,11.27
2017-05-15,32.4,23.12,4.74
2017-05-16,33.8,23.43,0.57
2017-05-17,33.13,23.5,3.66
2017-05-18,33.74,20.61,18.68
2017-05-19,31.66,22.21,4.2700000000000005
2017-05-20,32,21.89,6.1
2017-05-21,30.75,22.9,8.58
2017-05-22,30.66,21.15,10.02
2017-05-23,32.37,21.73,6.32
2017-05-24,31.18,22.2,10.31
2017-05-25,32.78,23.63,3.26
2017-05-26,31.97,21.86,5.67
2017-05-27,29.48,22.51,21.02
2017-05-28,29.89,21.78,1.61
2017-05-29,30.43,21.77,0.03
2017-05-30,30.9,21.64,0.18
2017-05-31,30.03,21.71,0.59
2017-06-01,31,22.3,1.06
2017-06-02,29.95,22.22,1.91
2017-06-03,29.95,21.7,1.9200000000000002
2017-06-04,30.68,22.04,1.77
2017-06-05,31.49,21.64,1.45
2017-06-06,30.94,21.97,8.66
2017-06-07,27.67,20.95,5.71
2017-06-08,28.46,21.97,2.42
2017-06-09,28.03,21.14,6.52
2017-06-10,28.47,21.6,11.35
2017-06-11,27.15,21.58,1.05
2017-06-12,26.14,22.2,1.6300000000000001
2017-06-13,28.13,22.05,1.93
2017-06-14,30.24,21.81,1.63
2017-06-15,29.14,21.91,1.1300000000000001
2017-06-16,27.63,21.34,4.6
2017-06-17,28.44,20.81,2.21
2017-06-18,29.27,21.26,2.71
2017-06-19,27.97,21.21,8.52
2017-06-20,28.43,21.27,1.26
2017-06-21,29.22,20.72,0.46
2017-06-22,29.13,21.96,1.75
2017-06-23,30.28,21.46,1.37
2017-06-24,27.99,21.46,2
2017-06-25,27.86,21.91,1.11
2017-06-26,27.09,21.75,0.81
2017-06-27,27.91,21.46,0.72
2017-06-28,28.09,21.67,0.41
2017-06-29,28.52,22.08,0.73
2017-06-30,28.05,21.15,2.33
2017-07-01,28.24,21.8,0.9500000000000001
2017-07-02,29.79,22.05,0.38
2017-07-03,28.46,21.6,5.38
2017-07-04,27.05,21.5,0.08
2017-07-05,28.58,21.22,0.25
2017-07-06,28.9,21.12,1.75
2017-07-07,28.48,21.69,0.9400000000000001
2017-07-08,28.18,21.35,0.87
2017-07-09,28.84,21.07,3.5500000000000003
2017-07-10,30.2,21.38,0.82
2017-07-11,28.62,20.99,1.29
2017-07-12,26.67,20.68,2
2017-07-13,26.04,20.24,8.37
2017-07-14,25.22,20.76,7.97
2017-07-15,25.74,19.92,14.52
2017-07-16,27.02,21.21,1.9000000000000001
2017-07-17,27.22,21.67,1.08
2017-07-18,26.62,21.87,3.79
2017-07-19,25.59,21.28,0.8400000000000001
2017-07-20,28.58,20.74,0.9700000000000001
2017-07-21,28.03,21.22,0.5499999999999999
2017-07-22,28.48,20.52,0.5
2017-07-23,28.21,20.88,0.41000000000000003
2017-07-24,28.36,21.13,0.11
2017-07-25,28.93,21.06,0.43
2017-07-26,28.97,21,0.58
2017-07-27,28.41,21.18,0.74
2017-07-28,29.27,21.71,3.06
2017-07-29,29.84,21.04,0.89
2017-07-30,29.32,21.62,5.9
2017-07-31,29.79,21.64,6.22
2017-08-01,30.24,20.98,0.13
2017-08-02,29.84,20.36,0.25
2017-08-03,28.28,21.52,3.59
2017-08-04,26.91,22.31,4.48
2017-08-05,27.46,21.82,1.22
2017-08-06,28.53,21.4,1.59
2017-08-07,28.98,22.02,3.2600000000000002
2017-08-08,29.7,21.8,3.42
2017-08-09,27.41,21.5,1.51
2017-08-10,28.07,21.76,3.84
2017-08-11,27.37,20.99,9.370000000000001
2017-08-12,27.75,21.22,6.22
2017-08-13,26.1,21.37,0.07
2017-08-14,28.14,20.82,0.56
2017-08-15,28.15,20.97,8.46
2017-08-16,27.89,20.7,12.56
2017-08-17,27.39,20.69,12.290000000000001
2017-08-18,28.9,21.45,2.27
2017-08-19,27.12,20.9,9.42
2017-08-20,26.77,20.87,5.78
2017-08-21,28.93,21.51,8.040000000000001
2017-08-22,27.94,21.6,5.6000000000000005
2017-08-23,29.13,21.26,4.25
2017-08-24,26.76,20.97,8.49
2017-08-25,26.4,21.13,2.2
2017-08-26,28.57,21.61,2.03
2017-08-27,26.19,21.63,21.53
2017-08-28,24.96,21.52,23.78
2017-08-29,26.75,21.33,11.69
2017-08-30,28.38,20.91,2.9699999999999998
2017-08-31,28.75,21.77,0.43
2017-09-01,28.58,21.51,8.66
2017-09-02,28.36,21.19,9.81
2017-09-03,29.2,20.69,10.52
2017-09-04,29.36,21.85,6.22
2017-09-05,27.86,21.03,19.77
2017-09-06,27.97,21.36,20.63
2017-09-07,29.24,20.89,38.71
2017-09-08,28.59,20.88,13.91
2017-09-09,27.77,21.14,19.59
2017-09-10,27.62,22.15,1.99
2017-09-11,28.52,22.41,2.02
2017-09-12,29.58,22.43,4.97
2017-09-13,29.63,21.81,0.4
2017-09-14,29.02,20.83,4.8
2017-09-15,27,21.41,1.7
2017-09-16,28.2,20.85,1.76
2017-09-17,23.58,20.36,3.56
2017-09-18,25.91,21.12,0.91
2017-09-19,27.7,21,0.6
2017-09-20,27.76,20.02,0.13
2017-09-21,26.9,20.61,0.63
2017-09-22,27.2,20.32,0
2017-09-23,29.38,21.6,0.02
2017-09-24,28.25,20.62,20.26
2017-09-25,25.82,20.54,3.54
2017-09-26,26.8,20.48,15.29
2017-09-27,26.35,21.02,31.87
2017-09-28,26.66,20.78,9.94
2017-09-29,24.88,21.01,2.51
2017-09-30,26.54,21.61,3.23
2017-10-01,27.92,20.23,4.87
2017-10-02,27.08,21.11,2.16
2017-10-03,28.71,21.17,3.69
2017-10-04,28.44,20.7,2.6
2017-10-05,27.05,21.16,2.98
2017-10-06,27.95,21.47,11.53
2017-10-07,28.32,21.72,5.05
2017-10-08,29.5,21.63,4.29
2017-10-09,28.26,21.16,4.55
2017-10-10,29.03,21.57,4.59
2017-10-11,29.01,20.94,15.49
2017-10-12,27.38,21.31,1.22
2017-10-13,28.48,21.2,14.44
2017-10-14,26.26,20.71,14.3
2017-10-15,26.24,20.25,5.95
2017-10-16,25.71,20.87,2.89
2017-10-17,26.61,20.59,0.71
2017-10-18,28.36,20.02,0.41000000000000003
2017-10-19,29.3,19.71,0
2017-10-20,29.01,20.29,0.18
2017-10-21,29.22,20.93,0.46
2017-10-22,28.95,19.27,0.08
2017-10-23,29.01,17.9,0
2017-10-24,29.48,18.93,0
2017-10-25,28.63,21.44,0.48000000000000004
2017-10-26,27.18,19.84,0.62
2017-10-27,26.93,19.82,1.09
2017-10-28,28.44,20.16,0
2017-10-29,27.98,19.13,0.1
2017-10-30,25.63,19.59,0.97
2017-10-31,24.78,19.39,1.6
2017-11-01,24.66,18.9,4.99
2017-11-02,26.86,19.59,0.25
2017-11-03,26.59,19.43,0.06
2017-11-04,24.94,20.05,4.2700000000000005
2017-11-05,25.39,20.32,2.24
2017-11-06,25.18,19.2,15.5
2017-11-07,25.62,18.98,4.75
2017-11-08,26.63,18.96,0.25
2017-11-09,27.02,17.07,0
2017-11-10,26.97,18.24,0
2017-11-11,25.51,16.81,0
2017-11-12,26.58,17.49,0
2017-11-13,27.83,20.02,0.37
2017-11-14,26.45,20.48,0.63
2017-11-15,27.28,19.71,0.93
2017-11-16,27.62,20.72,0.66
2017-11-17,28.16,20.62,0.33
2017-11-18,28.39,20.66,0.8
2017-11-19,28.88,20.8,0.4
2017-11-20,28.79,20.88,0.19
2017-11-21,28.36,20.31,0.54
2017-11-22,28.71,18.24,0.33
2017-11-23,28.83,18.95,0
2017-11-24,29.12,20.34,0.02
2017-11-25,26.88,17.75,0.09999999999999999
2017-11-26,26.21,19.1,0.23
2017-11-27,26.54,18.22,0.44
2017-11-28,27.98,18.63,0
2017-11-29,27.07,19.17,0
2017-11-30,24.48,20.41,3.1
2017-12-01,21.74,18.89,8.54
2017-12-02,22.43,18.21,4
2017-12-03,25.12,18.93,0.21000000000000002
2017-12-04,25.74,18.66,0.16
2017-12-05,26.8,18.41,0.02
2017-12-06,27.39,19.63,0.29
2017-12-07,27.54,15.84,0.53
2017-12-08,28.83,16.16,0
2017-12-09,28.54,17.17,0
2017-12-10,28.16,16.8,0
2017-12-11,28.49,17.6,0
2017-12-12,27.84,18.41,0.25
2017-12-13,26.58,18.92,2.02
2017-12-14,28.84,17.46,0
2017-12-15,27.68,18.49,0
2017-12-16,26.72,16.55,0
2017-12-17,26.13,16.21,0
2017-12-18,25.63,15.99,0
2017-12-19,25.97,16.65,0
2017-12-20,27.58,14.38,0
2017-12-21,26.97,16.04,0
2017-12-22,27.05,17.39,0
2017-12-23,27.32,15.81,0
2017-12-24,27.6,15.78,0
2017-12-25,25.72,16.44,0
2017-12-26,27.71,15.96,0
2017-12-27,26.67,15.76,0
2017-12-28,25.78,14.81,0
2017-12-29,25.64,15.85,0
2017-12-30,26.04,16.21,0
2017-12-31,26.63,16.46,0
2018-01-01,27.39,16.91,0
2018-01-02,28.14,17.72,0
2018-01-03,26.46,17.61,0.13
2018-01-04,26.91,15.75,0
2018-01-05,26.67,14.87,0
2018-01-06,26.26,15.01,0
2018-01-07,26.13,14.33,0
2018-01-08,25.92,15.06,0
2018-01-09,26.16,16.53,0.02
2018-01-10,25.33,18.4,0.41
2018-01-11,28.11,19.26,0.01
2018-01-12,28.58,17.83,0
2018-01-13,29.43,15.94,0
2018-01-14,29.32,16.39,0
2018-01-15,29.24,16.61,0
2018-01-16,28.31,16.49,0
2018-01-17,27.61,15.29,0
2018-01-18,27.55,14.32,0
2018-01-19,27.16,14.2,0
2018-01-20,26.97,13.72,0
2018-01-21,27.34,14.28,0
2018-01-22,26.7,15.49,0
2018-01-23,27.86,16.57,0
2018-01-24,27.92,17.5,0
2018-01-25,27.87,16.18,0
2018-01-26,27.62,16.02,0
2018-01-27,27.79,15.79,0
2018-01-28,27.74,16.23,0
2018-01-29,28.24,16.02,0
2018-01-30,27.71,15.18,0
2018-01-31,27.88,14.25,0
2018-02-01,28.99,15.08,0
2018-02-02,28.73,14.73,0
2018-02-03,27.56,14.16,0
2018-02-04,27.52,13.71,0
2018-02-05,27.87,14.83,0
2018-02-06,29.85,18.6,0.74
2018-02-07,28.42,19.27,27.18
2018-02-08,27.37,19.53,0.22
2018-02-09,29.1,19.91,5.5
2018-02-10,28.87,18.45,0.01
2018-02-11,28.33,18.56,0
2018-02-12,27.5,18.54,0
2018-02-13,27.78,18.23,0
2018-02-14,27.94,17.9,0
2018-02-15,28.68,17.19,0
2018-02-16,28.52,16.33,0
2018-02-17,28.9,16.93,0
2018-02-18,29.57,16.3,0
2018-02-19,29.1,17.08,0
2018-02-20,29.64,17.43,0
2018-02-21,29.42,16.94,0
2018-02-22,29.95,17.54,0
2018-02-23,29.67,15.86,0
2018-02-24,29.22,16.98,0
2018-02-25,29.51,17.19,0
2018-02-26,30.02,17.76,0
2018-02-27,30.8,16.55,0
2018-02-28,30.78,17.03,0
2018-03-01,31.03,17.53,0
2018-03-02,31.35,18.05,0
2018-03-03,32.1,17.85,0
2018-03-04,31.95,18.4,0
2018-03-05,32.28,17.55,0
2018-03-06,32.31,16.83,0
2018-03-07,31.78,17.45,0
2018-03-08,31.82,17.99,0
2018-03-09,32.07,18.47,0
2018-03-10,31.14,19.1,0
2018-03-11,31.98,19,0
2018-03-12,31.72,20.13,0
2018-03-13,30.71,21.57,0.02
2018-03-14,31.44,22.52,0.30000000000000004
2018-03-15,31.89,21.13,0.5700000000000001
2018-03-16,31.19,20.08,31.93
2018-03-17,28.5,21.03,10
2018-03-18,29.26,19.47,1.4
2018-03-19,30.56,19.67,0
2018-03-20,31.63,20.11,0
2018-03-21,31.96,20.98,0
2018-03-22,31.64,21.65,0
2018-03-23,32.41,23.03,0
2018-03-24,31.1,22.43,0.01
2018-03-25,32.26,20.88,0
2018-03-26,32.19,21.22,0
2018-03-27,33.17,21.69,0
2018-03-28,33.05,23.1,0
2018-03-29,31.89,23.49,0.18000000000000002
2018-03-30,31.75,21.37,1.92
2018-03-31,30.97,20.93,7.63
2018-04-01,31.16,22.13,0.24000000000000002
2018-04-02,30.64,21,0.86
2018-04-03,31.52,20.83,0.09
2018-04-04,31.93,20.71,0.02
2018-04-05,32.72,20.62,0
2018-04-06,32.53,21.58,0
2018-04-07,32.57,20.59,0
2018-04-08,32.47,20.59,0
2018-04-09,31.91,20.43,0.02
2018-04-10,32.85,21.72,0.03
2018-04-11,33.45,22.15,0
2018-04-12,32.87,22.13,0.1
2018-04-13,32.82,22.97,0.08
2018-04-14,34.69,24.07,0.23
2018-04-15,33.37,23.91,0.13
2018-04-16,33.53,23.42,2.14
2018-04-17,33.97,23.51,0.06
2018-04-18,34.84,24.34,0
2018-04-19,33.48,23.06,2.63
2018-04-20,31.89,23.04,1.4500000000000002
2018-04-21,33.11,24.14,0.61
2018-04-22,32.83,22.09,1.36
2018-04-23,33.48,23.4,0.02
2018-04-24,32.46,22.93,1.66
2018-04-25,32.28,23.1,0.39
2018-04-26,32.74,23.26,0.5900000000000001
2018-04-27,33.88,22.72,0
2018-04-28,33.71,22.44,0
2018-04-29,33.31,23.96,0
2018-04-30,34,22.59,2.33
2018-05-01,32.07,23.58,0.08
2018-05-02,33.31,22.42,2.6100000000000003
2018-05-03,32.69,20.43,9.450000000000001
2018-05-04,31.01,21.71,0.21000000000000002
2018-05-05,33.03,22.84,0.12
2018-05-06,32.4,23.37,0
2018-05-07,31.99,23.66,0.41000000000000003
2018-05-08,32.53,21.53,10.27
2018-05-09,30.08,22.49,6.65
2018-05-10,31.47,21.24,16.97
2018-05-11,31.39,21.57,12.15
2018-05-12,30.83,21.47,12.8
2018-05-13,30.79,21.19,7.4
2018-05-14,29.82,21.79,20.84
2018-05-15,29,21.76,0.2
2018-05-16,30.65,22.15,0.98
2018-05-17,31.23,22.53,0.11
2018-05-18,30.44,21.63,15.280000000000001
2018-05-19,30.48,20.35,14.46
2018-05-20,28.85,21.34,17.77
2018-05-21,30.72,20.77,22.26
2018-05-22,30.26,22.3,7.68
2018-05-23,29.94,21.15,8.13
2018-05-24,30.99,21.9,11.22
2018-05-25,28.58,21.6,34.72
2018-05-26,29.56,22.71,7.16
2018-05-27,30.95,22.43,2.7
2018-05-28,30.57,22.13,9.12
2018-05-29,28.99,22.1,2.46
2018-05-30,28.59,22.04,0.98
2018-05-31,30.12,22.73,2.76
2018-06-01,29.44,21.19,6.07
2018-06-02,29.44,21.83,25.9
2018-06-03,29.99,21.13,4.24
2018-06-04,28.22,21.62,2.65
2018-06-05,30.33,21.91,7.199999999999999
2018-06-06,29.9,22,0.63
2018-06-07,28.32,21.97,8.14
2018-06-08,26.25,21.93,1.74
2018-06-09,24.72,21.7,5.94
2018-06-10,27.09,22.19,1.74
2018-06-11,27.25,22.7,1.8
2018-06-12,28.41,22.67,1.49
2018-06-13,28.03,22.36,1.8699999999999999
2018-06-14,27.1,21.58,11.88
2018-06-15,29.33,20.75,4.42
2018-06-16,29.53,20.85,1.54
2018-06-17,28.11,21.27,1.1300000000000001
2018-06-18,28.8,21.34,0.98
2018-06-19,28.07,21.09,4.23
2018-06-20,26.46,21.44,7.26
2018-06-21,27.36,20.73,5.37
2018-06-22,26.84,20.93,0.85
2018-06-23,27.59,20.98,7.37
2018-06-24,27.84,21.19,1.84
2018-06-25,28.42,20.91,4.53
2018-06-26,26.81,21.41,2.85
2018-06-27,26.85,21.13,7.62
2018-06-28,26.01,20.68,9.16
2018-06-29,28.37,20.59,7.82
2018-06-30,28.94,21,6.78
2018-07-01,28.14,21.01,3.18
2018-07-02,29.19,20.58,7.2
2018-07-03,27.59,20.8,0.45
2018-07-04,27.6,20.29,0.22
2018-07-05,28.65,20.54,0.01
2018-07-06,25.36,21.57,3.22
2018-07-07,24.95,21.5,7.569999999999999
2018-07-08,26.03,21.51,3.0100000000000002
2018-07-09,26.93,21.4,2
2018-07-10,25.96,20.98,6.96
2018-07-11,25.78,20.52,7.3100000000000005
2018-07-12,26.49,20.94,4.86
2018-07-13,25.17,21.27,11.85
2018-07-14,26.64,22.02,1.59
2018-07-15,26.88,21.92,1.29
2018-07-16,25.33,20.96,2.29
2018-07-17,26.62,21.29,1.06
2018-07-18,26.99,21.52,1.71
2018-07-19,26.65,21.18,2.03
2018-07-20,25.83,21.38,4.67
2018-07-21,26.61,21.38,2.67
2018-07-22,26.91,21.76,0.74
2018-07-23,26.41,21.42,1.15
2018-07-24,26.58,21.34,3.9
2018-07-25,27.48,21.29,1.29
2018-07-26,26.67,21.33,1.11
2018-07-27,26.82,20.84,4.67
2018-07-28,26.85,21.48,1.08
2018-07-29,27.48,21.29,0.68
2018-07-30,27.53,20.91,4.07
2018-07-31,27.09,20.56,1.42
2018-08-01,26.69,20.92,1.3699999999999999
2018-08-02,27.4,20.9,0.37
2018-08-03,27.67,20.02,0.78
2018-08-04,26.61,20.36,0.5700000000000001
2018-08-05,27,20.9,0.51
2018-08-06,26.61,20.53,0.9600000000000001
2018-08-07,25.01,21.23,1.76
2018-08-08,25.84,21.19,2.27
2018-08-09,27.61,21.07,1.92
2018-08-10,25.88,20.6,4.23
2018-08-11,24.51,21.08,4.37
2018-08-12,24.22,20.1,13.15
2018-08-13,23.65,20.52,9
2018-08-14,25.36,20.95,16.58
2018-08-15,25.44,21.02,12.35
2018-08-16,26.27,21.31,2.0300000000000002
2018-08-17,27.32,21.6,0.87
2018-08-18,27.7,21.59,1
2018-08-19,26.35,21.18,1.15
2018-08-20,26.78,21.4,0.58
2018-08-21,27.98,21.01,0.36
2018-08-22,27.3,20.76,0.51
2018-08-23,27.85,20.63,1.1500000000000001
2018-08-24,26.89,20.16,0.64
2018-08-25,27.49,20.15,0.45
2018-08-26,27.69,19.74,2.53
2018-08-27,25.8,20.52,3.61
2018-08-28,27.82,20.18,3.42
2018-08-29,27.82,20.73,4.8
2018-08-30,27.31,20.25,6.08
2018-08-31,27.96,20.52,7.42
2018-09-01,28.05,20.46,0.13
2018-09-02,27.54,20.02,0.48
2018-09-03,28.66,19.88,0
2018-09-04,28.8,20.22,0.12
2018-09-05,27.7,19.98,0
2018-09-06,27.28,20.05,0.56
2018-09-07,26.84,19.82,0.56
2018-09-08,27.53,19.92,0.3
2018-09-09,28.72,21.1,0.26
2018-09-10,27.52,21.28,1.53
2018-09-11,29.65,20.57,8.02
2018-09-12,28.74,21.23,1.4600000000000002
2018-09-13,28,21.12,0.76
2018-09-14,29.1,20.74,2.09
2018-09-15,28.79,21.17,1.08
2018-09-16,29.47,20.98,1.31
2018-09-17,28.03,20.33,1.53
2018-09-18,28.33,20.32,0.03
2018-09-19,27.63,20.08,0.24000000000000002
2018-09-20,27.28,21.06,2.65
2018-09-21,26.82,18.36,0.3
2018-09-22,29.18,19.55,0
2018-09-23,29.12,21,7.29
2018-09-24,28.52,20.57,14.56
2018-09-25,29.48,21.09,11
2018-09-26,29.57,20.82,5.51
2018-09-27,29.45,21.24,4.46
2018-09-28,28.53,21.48,14.94
2018-09-29,29.63,22.02,1.29
2018-09-30,30.66,20.96,1.18
2018-10-01,30.13,21.37,0.53
2018-10-02,29.23,21.47,0.55
2018-10-03,29.1,21.43,0.62
2018-10-04,25.76,20.79,9.459999999999999
2018-10-05,26.82,21.03,7.62
2018-10-06,26.19,20.82,4.03
2018-10-07,28.87,20.66,0.15
2018-10-08,28.47,21.01,5.47
2018-10-09,29.37,19.81,0.6900000000000001
2018-10-10,29,19.42,0.11
2018-10-11,29.49,20.05,0
2018-10-12,29.87,20.2,0.05
2018-10-13,30.16,20.62,0.06
2018-10-14,29.53,20.82,5.94
2018-10-15,27.89,21.36,20.580000000000002
2018-10-16,28.57,20.34,17.04
2018-10-17,27.98,20.28,15.51
2018-10-18,28.05,20.67,9.43
2018-10-19,28.07,20.18,6.12
2018-10-20,28.4,19.04,0
2018-10-21,26.47,18.61,2.2600000000000002
2018-10-22,28.15,17.36,0
2018-10-23,28.8,17.3,0
2018-10-24,29.39,17.96,0
2018-10-25,29.19,18.46,0
2018-10-26,28.76,18.18,0
2018-10-27,28.37,16.91,0
2018-10-28,28.86,16.51,0
2018-10-29,28.04,16.19,0
2018-10-30,28.82,18.16,0
2018-10-31,29.66,19.72,0.16
2018-11-01,27.88,20.19,8.76
2018-11-02,25.53,20.95,5.62
2018-11-03,27.08,20.38,2.5
2018-11-04,27.77,20.32,0.38
2018-11-05,28.93,19.64,0.02
2018-11-06,28.74,19.43,0.03
2018-11-07,28.85,16.05,0
2018-11-08,28.92,17.56,0
2018-11-09,30.04,17.79,0
2018-11-10,29.4,17.43,0
2018-11-11,29.44,17.36,0
2018-11-12,29.1,15.79,0
2018-11-13,29.28,15.67,0
2018-11-14,29.48,16.03,0
2018-11-15,27.61,17.5,0.02
2018-11-16,26.6,19.22,0.53
2018-11-17,29.74,20.31,0
2018-11-18,29.93,20.5,5.96
2018-11-19,29.34,20.39,0.56
